HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,HC,AC,HY,HR,AY,AR,B365H,B365A,B365D,B365>2.5,B365<2.5,Date,Time,HomeTeamID,AwayTeamID,HomeGoalsLast3,GoalDiff,FTR_Encoded,DaysSinceHomeLast,DaysSinceAwayLast,B365H_Prob,B365D_Prob,B365A_Prob,AwayGoalsLast3,HomeAttackForm,HomeDefenceForm,AwayAttackForm,AwayDefenceForm,HomeNetForm,AwayNetForm
Leicester,Arsenal,0,2,A,16,8,9,5,7,6,2,0,0,0,2.4,2.87,3.5,1.8,2.0,2021-10-30,12:30,12,0,2.0,-2,-1,14.0,28.0,0.4166666666666667,0.2857142857142857,0.3484320557491289,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.33333333333333326,-1.3333333333333335
Tottenham,Man United,0,3,A,9,0,10,4,10,2,2,0,3,0,2.87,2.37,3.6,1.72,2.1,2021-10-30,17:30,23,16,1.0,-3,-1,27.0,14.0,0.3484320557491289,0.2777777777777778,0.42194092827004215,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,-0.33333333333333326,0.0
Burnley,Brentford,3,1,H,15,6,12,5,4,2,1,0,1,0,2.6,2.75,3.3,2.2,1.66,2021-10-30,15:00,5,3,0.3333333333333333,2,1,28.0,27.0,0.3846153846153846,0.30303030303030304,0.36363636363636365,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,-0.3333333333333333,1.0
Liverpool,Brighton,2,2,D,14,3,9,6,5,3,2,0,2,0,1.22,13.0,6.5,1.53,2.5,2021-10-30,15:00,13,4,2.0,0,0,27.0,14.0,0.819672131147541,0.15384615384615385,0.07692307692307693,0.6666666666666666,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
Watford,Southampton,0,1,A,10,4,12,1,5,8,2,0,2,0,3.2,2.3,3.3,1.9,1.9,2021-10-30,15:00,24,21,0.3333333333333333,-1,-1,14.0,28.0,0.3125,0.30303030303030304,0.4347826086956522,1.0,0.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,-2.333333333333333,-0.6666666666666667
Newcastle,Chelsea,0,3,A,6,1,19,6,0,2,3,0,2,0,8.5,1.36,5.0,1.72,2.1,2021-10-30,15:00,17,6,1.6666666666666667,-3,-1,13.0,14.0,0.11764705882352941,0.2,0.7352941176470588,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,-0.33333333333333326,1.3333333333333335
Norwich,Leeds,1,2,A,14,3,13,6,5,0,1,0,4,0,3.4,2.1,3.5,1.72,2.1,2021-10-31,14:00,18,11,0.6666666666666666,-1,-1,15.0,15.0,0.29411764705882354,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,-1.0,-0.33333333333333337
Aston Villa,West Ham,1,4,A,9,3,21,9,3,6,1,1,2,0,2.8,2.45,3.5,1.8,2.0,2021-10-31,16:30,1,25,2.0,-3,-1,15.0,14.0,0.35714285714285715,0.2857142857142857,0.4081632653061224,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667
Wolves,Everton,2,1,H,10,4,14,5,4,3,1,0,1,0,2.2,3.5,3.2,2.3,1.61,2021-11-01,20:00,26,8,0.6666666666666666,1,1,30.0,30.0,0.45454545454545453,0.3125,0.2857142857142857,1.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,-0.6666666666666666,-0.33333333333333326
Southampton,Aston Villa,1,0,H,9,3,14,3,10,8,2,0,2,0,1.95,3.75,3.6,1.72,2.1,2021-11-05,20:00,21,1,1.0,1,1,13.0,14.0,0.5128205128205129,0.2777777777777778,0.26666666666666666,1.0,1.0,1.0,1.0,1.6666666666666667,0.0,-0.6666666666666667
Crystal Palace,Wolves,2,0,H,13,6,4,2,4,6,2,0,1,0,2.45,3.0,3.2,2.37,1.57,2021-11-06,15:00,7,26,1.3333333333333333,2,1,14.0,14.0,0.4081632653061224,0.3125,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.0,0.6666666666666667
Brighton,Newcastle,1,1,D,14,5,6,1,2,5,3,1,4,0,1.57,6.0,3.9,1.9,1.9,2021-11-06,17:30,4,17,1.0,0,0,14.0,14.0,0.6369426751592356,0.25641025641025644,0.16666666666666666,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,-0.6666666666666667,-0.33333333333333326
Brentford,Norwich,1,2,A,19,7,9,5,6,2,2,0,3,0,1.6,5.75,4.0,2.0,1.8,2021-11-06,15:00,3,18,1.3333333333333333,-1,-1,13.0,14.0,0.625,0.25,0.17391304347826086,0.0,1.3333333333333333,2.0,0.0,3.0,-0.6666666666666667,-3.0
Chelsea,Burnley,1,1,D,25,4,5,2,14,2,1,0,4,0,1.25,12.0,6.0,1.72,2.1,2021-11-06,15:00,6,5,3.3333333333333335,0,0,14.0,14.0,0.8,0.16666666666666666,0.08333333333333333,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,2.666666666666667,-0.6666666666666667
Man United,Man City,0,2,A,5,1,16,5,1,9,1,0,2,0,4.75,1.7,4.0,1.57,2.37,2021-11-06,12:30,16,15,0.3333333333333333,-2,-1,13.0,14.0,0.21052631578947367,0.25,0.5882352941176471,2.3333333333333335,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,-2.0,1.3333333333333335
West Ham,Liverpool,3,2,H,7,3,16,5,3,2,1,0,1,0,4.75,1.7,4.0,1.5,2.62,2021-11-07,16:30,25,13,1.0,1,1,14.0,14.0,0.21052631578947367,0.25,0.5882352941176471,4.333333333333333,1.0,1.3333333333333333,4.333333333333333,1.0,-0.33333333333333326,3.333333333333333
Everton,Tottenham,0,0,D,12,2,8,0,4,2,2,1,4,0,3.1,2.37,3.25,2.0,1.8,2021-11-07,14:00,8,23,1.3333333333333333,0,0,15.0,14.0,0.3225806451612903,0.3076923076923077,0.42194092827004215,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,-0.6666666666666667,-0.6666666666666667
Arsenal,Watford,1,0,H,14,6,7,1,4,2,4,0,2,1,1.36,8.5,4.75,1.57,2.37,2021-11-07,14:00,0,24,2.6666666666666665,1,1,16.0,15.0,0.7352941176470588,0.21052631578947367,0.11764705882352941,2.6666666666666665,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333
Leeds,Leicester,1,1,D,18,5,9,3,10,5,1,0,1,0,2.8,2.45,3.5,1.66,2.2,2021-11-07,14:00,11,12,1.0,0,0,15.0,14.0,0.35714285714285715,0.2857142857142857,0.4081632653061224,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,0.0,0.0
Aston Villa,Brighton,2,0,H,9,5,6,2,5,7,3,0,3,0,2.45,2.9,3.3,2.1,1.72,2021-11-20,15:00,1,4,2.0,2,1,20.0,21.0,0.4081632653061224,0.30303030303030304,0.3448275862068966,1.0,2.0,2.3333333333333335,1.0,1.0,-0.3333333333333335,0.0
Newcastle,Brentford,3,3,D,23,9,10,4,8,2,2,0,2,0,2.62,2.7,3.4,2.0,1.9,2021-11-20,15:00,17,3,1.0,0,0,21.0,21.0,0.38167938931297707,0.29411764705882354,0.37037037037037035,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,-1.3333333333333335,0.3333333333333335
Wolves,West Ham,1,0,H,15,5,8,3,7,3,1,0,1,0,3.0,2.4,3.25,2.0,1.8,2021-11-20,15:00,26,25,1.3333333333333333,1,1,19.0,20.0,0.3333333333333333,0.3076923076923077,0.4166666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.0,1.666666666666667
Leicester,Chelsea,0,3,A,4,3,16,7,3,5,3,0,1,0,4.75,1.75,3.75,2.03,1.87,2021-11-20,12:30,12,6,2.0,-3,-1,21.0,21.0,0.21052631578947367,0.26666666666666666,0.5714285714285714,2.3333333333333335,2.0,2.0,2.3333333333333335,0.0,0.0,2.3333333333333335
Watford,Man United,4,1,H,20,7,9,3,9,3,2,0,1,1,6.5,1.45,4.75,1.66,2.2,2021-11-20,15:00,24,16,0.3333333333333333,3,1,21.0,21.0,0.15384615384615385,0.21052631578947367,0.6896551724137931,2.3333333333333335,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.6666666666666667,-2.0,0.6666666666666667
Burnley,Crystal Palace,3,3,D,15,9,18,8,3,6,2,0,3,0,2.7,2.7,3.2,2.2,1.66,2021-11-20,15:00,5,7,1.0,0,0,21.0,21.0,0.37037037037037035,0.3125,0.37037037037037035,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.33333333333333337,-0.3333333333333335
Liverpool,Arsenal,4,0,H,19,9,5,3,6,1,2,0,0,0,1.45,6.5,4.75,1.5,2.62,2021-11-20,17:30,13,0,2.3333333333333335,4,1,21.0,21.0,0.6896551724137931,0.21052631578947367,0.15384615384615385,1.0,2.3333333333333335,1.3333333333333333,1.0,0.0,1.0000000000000002,1.0
Norwich,Southampton,2,1,H,8,4,17,5,5,7,3,0,2,0,3.6,2.05,3.5,2.03,1.87,2021-11-20,15:00,18,21,0.6666666666666666,1,1,20.0,21.0,0.2777777777777778,0.2857142857142857,0.48780487804878053,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,-1.0,-0.33333333333333337
Man City,Everton,3,0,H,17,7,4,1,7,1,1,0,1,0,1.14,19.0,8.0,1.5,2.62,2021-11-21,14:00,15,8,0.6666666666666666,3,1,22.0,20.0,0.8771929824561404,0.125,0.05263157894736842,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.0,-1.3333333333333335
Tottenham,Leeds,2,1,H,13,4,18,7,4,8,1,0,4,0,1.7,4.5,4.2,1.72,2.1,2021-11-21,16:30,23,11,0.6666666666666666,1,1,22.0,21.0,0.5882352941176471,0.23809523809523808,0.2222222222222222,1.0,0.6666666666666666,2.3333333333333335,1.0,1.0,-1.666666666666667,0.0
Brighton,Leeds,0,0,D,20,4,11,4,6,1,1,0,3,0,2.05,3.75,3.4,1.98,1.95,2021-11-27,17:30,4,11,0.6666666666666666,0,0,21.0,6.0,0.48780487804878053,0.29411764705882354,0.26666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,-1.0,-0.33333333333333326
Norwich,Wolves,0,0,D,14,4,5,2,4,3,2,0,2,0,3.5,2.15,3.3,2.3,1.61,2021-11-27,15:00,18,26,1.0,0,0,7.0,21.0,0.2857142857142857,0.30303030303030304,0.46511627906976744,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.0,-0.3333333333333335
Crystal Palace,Aston Villa,1,2,A,8,3,10,3,7,3,3,0,3,0,2.2,3.3,3.4,2.07,1.86,2021-11-27,15:00,7,1,1.6666666666666667,-1,-1,21.0,22.0,0.45454545454545453,0.29411764705882354,0.30303030303030304,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.0,0.6666666666666667,-1.3333333333333335
Arsenal,Newcastle,2,0,H,24,6,9,5,4,4,1,0,3,0,1.44,7.0,4.75,1.61,2.3,2021-11-27,12:30,0,17,2.0,2,1,20.0,21.0,0.6944444444444444,0.21052631578947367,0.14285714285714285,1.0,2.0,1.0,1.0,1.3333333333333333,1.0,-0.33333333333333326
Liverpool,Southampton,4,0,H,20,6,7,3,5,7,0,0,1,0,1.28,9.0,6.0,1.4,3.0,2021-11-27,15:00,13,21,2.6666666666666665,4,1,7.0,7.0,0.78125,0.16666666666666666,0.1111111111111111,1.0,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,-0.6666666666666667
Chelsea,Man United,1,1,D,24,6,3,2,15,2,2,0,5,0,1.57,6.0,4.0,1.8,2.0,2021-11-28,16:30,6,16,3.6666666666666665,0,0,22.0,8.0,0.6369426751592356,0.25,0.16666666666666666,2.0,3.6666666666666665,0.6666666666666666,2.0,2.6666666666666665,3.0,-0.6666666666666665
Leicester,Watford,4,2,H,18,8,16,5,8,6,0,0,0,0,1.61,5.5,4.0,1.66,2.2,2021-11-28,14:00,12,24,1.3333333333333333,2,1,8.0,21.0,0.6211180124223602,0.25,0.18181818181818182,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,-1.0000000000000002,0.3333333333333335
Man City,West Ham,2,1,H,19,9,5,3,8,4,2,0,0,0,1.28,10.0,5.75,1.5,2.62,2021-11-28,14:00,15,25,1.6666666666666667,1,1,7.0,8.0,0.78125,0.17391304347826086,0.1,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.0
Brentford,Everton,1,0,H,6,4,14,5,3,3,4,0,3,0,2.25,3.4,3.2,2.1,1.72,2021-11-28,14:00,3,8,0.6666666666666666,1,1,22.0,7.0,0.4444444444444444,0.3125,0.29411764705882354,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,-1.0,-1.3333333333333335
Newcastle,Norwich,1,1,D,9,1,16,6,2,5,0,0,0,1,1.95,3.9,3.5,1.85,2.05,2021-11-30,19:30,17,18,1.6666666666666667,0,0,10.0,24.0,0.5128205128205129,0.2857142857142857,0.25641025641025644,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,2.6666666666666665,-1.3333333333333333,-2.0
Leeds,Crystal Palace,1,0,H,15,3,9,1,7,4,5,0,3,0,2.4,3.0,3.3,1.94,1.96,2021-11-30,20:15,11,7,1.0,1,1,23.0,10.0,0.4166666666666667,0.30303030303030304,0.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.33333333333333337,0.6666666666666667
Everton,Liverpool,1,4,A,8,2,16,7,3,11,4,0,3,0,7.5,1.36,5.25,1.57,2.37,2021-12-01,20:15,8,13,0.6666666666666666,-3,-1,24.0,24.0,0.13333333333333333,0.19047619047619047,0.7352941176470588,4.0,0.6666666666666666,2.0,4.0,1.0,-1.3333333333333335,3.0
Watford,Chelsea,1,2,A,13,6,8,4,6,0,4,0,3,0,10.0,1.3,5.25,1.72,2.1,2021-12-01,19:30,24,6,1.3333333333333333,-1,-1,11.0,11.0,0.1,0.19047619047619047,0.7692307692307692,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,-1.0000000000000002,2.3333333333333335
Southampton,Leicester,2,2,D,15,7,15,6,2,4,1,0,3,0,2.37,2.87,3.5,1.72,2.1,2021-12-01,19:30,21,12,1.3333333333333333,0,0,26.0,24.0,0.42194092827004215,0.2857142857142857,0.3484320557491289,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333335
Aston Villa,Man City,1,2,A,9,3,17,7,4,11,0,0,0,0,9.0,1.33,5.25,1.61,2.3,2021-12-01,20:15,1,15,1.6666666666666667,-1,-1,11.0,25.0,0.1111111111111111,0.19047619047619047,0.7518796992481203,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.0,-0.6666666666666667,1.6666666666666665
Wolves,Burnley,0,0,D,16,2,6,1,5,5,2,0,3,0,1.85,4.33,3.5,2.2,1.66,2021-12-01,19:30,26,5,1.6666666666666667,0,0,11.0,25.0,0.5405405405405405,0.2857142857142857,0.23094688221709006,1.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,-0.6666666666666667
West Ham,Brighton,1,1,D,14,6,9,3,9,5,1,0,1,0,1.95,3.8,3.6,2.06,1.84,2021-12-01,19:30,25,4,1.6666666666666667,0,0,24.0,11.0,0.5128205128205129,0.2777777777777778,0.2631578947368421,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333335,-0.6666666666666666
Tottenham,Brentford,2,0,H,11,6,6,2,11,5,0,0,0,0,1.6,5.25,4.2,1.92,1.98,2021-12-02,19:30,23,3,1.3333333333333333,2,1,11.0,12.0,0.625,0.23809523809523808,0.19047619047619047,2.0,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,-0.3333333333333335,-0.3333333333333335
Man United,Arsenal,3,2,H,14,10,17,8,3,8,1,0,0,0,1.95,3.75,3.75,1.8,2.0,2021-12-02,20:15,16,0,0.3333333333333333,1,1,26.0,12.0,0.5128205128205129,0.26666666666666666,0.26666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,-2.333333333333333,-0.6666666666666666
Watford,Man City,1,3,A,11,4,26,13,5,11,3,0,0,0,12.0,1.2,7.0,1.44,2.75,2021-12-04,17:30,24,15,1.6666666666666667,-2,-1,3.0,3.0,0.08333333333333333,0.14285714285714285,0.8333333333333334,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333335,2.0
West Ham,Chelsea,3,2,H,11,5,19,7,1,9,1,0,3,0,4.75,1.75,3.6,2.0,1.8,2021-12-04,12:30,25,6,1.6666666666666667,1,1,3.0,3.0,0.21052631578947367,0.2777777777777778,0.5714285714285714,2.6666666666666665,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,0.6666666666666667,2.333333333333333
Southampton,Brighton,1,1,D,14,4,14,4,6,2,4,0,2,0,2.45,3.0,3.2,2.2,1.66,2021-12-04,15:00,21,4,1.6666666666666667,0,0,3.0,3.0,0.4081632653061224,0.3125,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333335,-0.6666666666666667
Newcastle,Burnley,1,0,H,19,4,10,1,10,3,1,0,1,0,2.3,3.2,3.3,1.96,1.94,2021-12-04,15:00,17,5,1.3333333333333333,1,1,4.0,3.0,0.4347826086956522,0.30303030303030304,0.3125,1.0,1.3333333333333333,2.3333333333333335,1.0,1.0,-1.0000000000000002,0.0
Wolves,Liverpool,0,1,A,3,1,17,5,2,8,2,0,2,0,8.0,1.4,4.75,1.66,2.2,2021-12-04,15:00,26,13,1.0,-1,-1,3.0,3.0,0.125,0.21052631578947367,0.7142857142857143,3.6666666666666665,1.0,0.3333333333333333,3.6666666666666665,1.3333333333333333,0.6666666666666667,2.333333333333333
Leeds,Brentford,2,2,D,13,6,9,3,5,1,5,0,3,0,1.95,3.8,3.6,1.96,1.94,2021-12-05,14:00,11,3,1.0,0,0,5.0,3.0,0.5128205128205129,0.2777777777777778,0.2631578947368421,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.33333333333333337,-1.3333333333333333
Man United,Crystal Palace,1,0,H,16,3,8,2,9,6,2,0,2,0,1.5,6.5,4.33,1.8,2.0,2021-12-05,14:00,16,7,1.0,1,1,3.0,5.0,0.6666666666666666,0.23094688221709006,0.15384615384615385,1.6666666666666667,1.0,3.0,1.6666666666666667,1.3333333333333333,-2.0,0.3333333333333335
Aston Villa,Leicester,2,1,H,13,4,12,5,3,6,1,0,1,0,2.37,3.0,3.4,1.9,2.0,2021-12-05,16:30,1,12,1.3333333333333333,1,1,4.0,4.0,0.42194092827004215,0.29411764705882354,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,-0.6666666666666667,0.3333333333333335
Tottenham,Norwich,3,0,H,17,7,10,1,6,4,1,0,2,0,1.36,8.5,5.0,1.87,2.03,2021-12-05,14:00,23,18,1.3333333333333333,3,1,3.0,5.0,0.7352941176470588,0.2,0.11764705882352941,1.0,1.3333333333333333,1.3333333333333333,1.0,3.0,0.0,-2.0
Everton,Arsenal,2,1,H,11,5,10,3,3,3,2,0,2,0,3.4,2.1,3.5,2.06,1.84,2021-12-06,20:00,8,0,1.0,1,1,5.0,4.0,0.29411764705882354,0.2857142857142857,0.47619047619047616,1.3333333333333333,1.0,3.0,1.3333333333333333,2.3333333333333335,-2.0,-1.0000000000000002
Brentford,Watford,2,1,H,14,5,6,2,8,2,4,0,0,0,2.25,3.3,3.3,2.01,1.89,2021-12-10,20:00,3,24,1.0,1,1,12.0,12.0,0.4444444444444444,0.30303030303030304,0.30303030303030304,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,-0.33333333333333326,0.0
Man City,Wolves,1,0,H,24,10,2,1,14,1,3,0,2,1,1.14,19.0,8.0,1.53,2.5,2021-12-11,12:30,15,26,1.6666666666666667,1,1,13.0,14.0,0.8771929824561404,0.125,0.05263157894736842,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,0.6666666666666667,-0.6666666666666667
Liverpool,Aston Villa,1,0,H,20,5,4,0,11,3,1,0,2,0,1.2,13.0,7.0,1.4,3.0,2021-12-11,15:00,13,1,3.3333333333333335,1,1,14.0,14.0,0.8333333333333334,0.14285714285714285,0.07692307692307693,1.0,3.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,2.666666666666667,-0.6666666666666667
Arsenal,Southampton,3,0,H,15,5,11,6,9,8,2,0,0,0,1.61,5.5,4.0,1.8,2.0,2021-12-11,15:00,0,21,2.0,3,1,14.0,14.0,0.6211180124223602,0.25,0.18181818181818182,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,-1.3333333333333335
Chelsea,Leeds,3,2,H,16,6,12,5,5,2,2,0,5,0,1.25,12.0,5.75,1.57,2.37,2021-12-11,15:00,6,11,3.0,1,1,13.0,14.0,0.8,0.17391304347826086,0.08333333333333333,1.0,3.0,0.6666666666666666,1.0,1.0,2.3333333333333335,0.0
Norwich,Man United,0,1,A,11,5,13,5,8,6,1,0,1,0,7.0,1.45,4.5,1.72,2.1,2021-12-11,17:30,18,16,1.0,-1,-1,14.0,13.0,0.14285714285714285,0.2222222222222222,0.6896551724137931,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,0.0,0.0
Crystal Palace,Everton,3,1,H,17,6,12,6,8,2,0,0,2,0,2.3,3.3,3.2,2.3,1.61,2021-12-12,16:30,7,8,1.3333333333333333,2,1,15.0,14.0,0.4347826086956522,0.3125,0.30303030303030304,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,2.0,0.33333333333333326,-1.6666666666666667
Burnley,West Ham,0,0,D,9,1,16,3,6,4,2,0,1,0,3.6,2.0,3.6,1.87,2.03,2021-12-12,14:00,5,25,2.0,0,0,22.0,14.0,0.2777777777777778,0.2777777777777778,0.5,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666667,0.3333333333333335
Leicester,Newcastle,4,0,H,8,5,12,3,4,6,2,0,3,0,1.66,4.75,4.1,1.57,2.37,2021-12-12,14:00,12,17,1.3333333333333333,4,1,14.0,15.0,0.6024096385542169,0.24390243902439027,0.21052631578947367,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,-1.0000000000000002,-0.6666666666666666
Man City,Leeds,7,0,H,31,15,6,3,6,2,1,0,1,0,1.14,15.0,8.5,1.36,3.2,2021-12-14,20:00,15,11,2.0,7,1,3.0,3.0,0.8771929824561404,0.11764705882352941,0.06666666666666667,1.0,2.0,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,-0.6666666666666667
Norwich,Aston Villa,0,2,A,7,3,17,6,7,10,3,0,1,0,3.3,2.25,3.3,2.1,1.72,2021-12-14,19:45,18,1,0.6666666666666666,-2,-1,3.0,3.0,0.30303030303030304,0.30303030303030304,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,-0.33333333333333337
Crystal Palace,Southampton,2,2,D,9,6,15,4,4,6,2,0,4,0,2.15,3.5,3.3,2.1,1.72,2021-12-15,19:30,7,21,2.0,0,0,3.0,4.0,0.46511627906976744,0.30303030303030304,0.2857142857142857,0.3333333333333333,2.0,1.0,0.3333333333333333,3.0,1.0,-2.6666666666666665
Arsenal,West Ham,2,0,H,21,8,7,1,5,2,2,0,0,1,2.1,3.3,3.6,1.85,2.05,2021-12-15,20:00,0,25,2.0,2,1,4.0,3.0,0.47619047619047616,0.2777777777777778,0.30303030303030304,0.3333333333333333,2.0,0.0,0.3333333333333333,1.0,2.0,-0.6666666666666667
Brighton,Wolves,0,1,A,12,2,8,5,7,4,2,0,0,0,2.25,3.5,3.1,2.5,1.53,2021-12-15,19:30,4,26,0.6666666666666666,-1,-1,18.0,4.0,0.4444444444444444,0.3225806451612903,0.2857142857142857,0.0,0.6666666666666666,1.6666666666666667,0.0,1.0,-1.0,-1.0
Chelsea,Everton,1,1,D,23,10,5,3,7,1,2,0,3,0,1.22,13.0,6.5,1.72,2.1,2021-12-16,19:45,6,8,1.6666666666666667,0,0,5.0,4.0,0.819672131147541,0.15384615384615385,0.07692307692307693,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333335,-2.0
Liverpool,Newcastle,3,1,H,23,8,4,2,11,0,1,0,3,0,1.12,19.0,9.0,1.33,3.4,2021-12-16,20:00,13,17,3.0,2,1,5.0,4.0,0.8928571428571428,0.1111111111111111,0.05263157894736842,0.3333333333333333,3.0,0.0,0.3333333333333333,2.3333333333333335,3.0,-2.0
Leeds,Arsenal,1,4,A,9,2,21,12,1,4,3,0,1,0,3.9,1.83,3.8,1.72,2.1,2021-12-18,17:30,11,0,1.3333333333333333,-3,-1,13.0,12.0,0.25641025641025644,0.2631578947368421,0.5464480874316939,1.0,1.3333333333333333,1.0,1.0,3.0,0.33333333333333326,-2.0
Wolves,Chelsea,0,0,D,4,1,8,1,4,9,0,0,2,0,7.0,1.5,4.2,2.1,1.72,2021-12-19,14:00,26,6,0.3333333333333333,0,0,15.0,15.0,0.14285714285714285,0.23809523809523808,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,1.0000000000000002
Newcastle,Man City,0,4,A,5,1,18,7,3,6,1,0,2,0,13.0,1.18,7.5,1.46,2.75,2021-12-19,14:00,17,15,1.6666666666666667,-4,-1,15.0,15.0,0.07692307692307693,0.13333333333333333,0.8474576271186441,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333335,1.666666666666667
Tottenham,Liverpool,2,2,D,10,5,18,6,6,4,4,0,4,1,5.25,1.53,4.75,1.66,2.2,2021-12-19,16:30,23,13,2.3333333333333335,0,0,14.0,15.0,0.19047619047619047,0.21052631578947367,0.6535947712418301,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.0000000000000002
Norwich,Arsenal,0,5,A,4,2,16,6,3,5,1,0,2,0,8.0,1.4,4.75,1.72,2.1,2021-12-26,15:00,18,0,0.0,-5,-1,12.0,8.0,0.125,0.21052631578947367,0.7142857142857143,2.3333333333333335,0.0,1.0,2.3333333333333335,2.0,-1.0,0.3333333333333335
Aston Villa,Chelsea,1,3,A,8,1,10,4,2,5,3,0,1,0,5.25,1.65,3.8,2.05,1.85,2021-12-26,17:30,1,6,1.6666666666666667,-2,-1,21.0,7.0,0.19047619047619047,0.2631578947368421,0.6060606060606061,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666667,0.0
Man City,Leicester,6,3,H,17,9,14,8,14,4,1,0,2,0,1.18,13.0,7.5,1.36,3.2,2021-12-26,15:00,15,12,3.3333333333333335,3,1,12.0,21.0,0.8474576271186441,0.13333333333333333,0.07692307692307693,1.3333333333333333,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,-0.3333333333333335
